"","ID","year","location","pm25v0_expo_day","pm10v0_expo_day","no2pred_expo_day","o3_8hpred_expo_day"
"10273",769,2015,"DK042",25.7348484529338,1.16408480246188,0.000487801282672305,0.217027833430857
"10274",769,2016,"DK042",19.8421376652461,0.0472786710036854,3.00046278835846,1.71539632274561
"10275",769,2017,"DK042",22.312490638317,1.96105414021513,0.000159250942891465,0.00438614237140374
"10276",769,2018,"DK042",35.947874222988,2.85946156008174,0.000206343072792742,1.76989481511957
"10277",769,2019,"DK042",32.5291509796851,0.997324419410222,0.931389304787219,0.750983137542665
"10278",769,2020,"DK042",9.98267966864026,0.0288120310151181,0,0.651732522431239
"10279",764,2003,"DK050",70.181764946075,34.8968482013363,2.17900420304202,0.610175880946645
"10280",764,2004,"DK050",44.694651666189,5.88401972427256,0.34546097839834,0.558811701171017
"10281",764,2005,"DK050",70.3602084945765,16.4057733998011,1.9299583299982,2.90574655830333
"10282",764,2006,"DK050",78.366797773358,21.4624802674172,0.335491037792122,5.25268141543564
"10283",764,2007,"DK050",55.8305981033171,10.926696092524,0.161959648908209,1.30534120191228
"10284",764,2008,"DK050",42.6422124885614,1.74483603639592,0.1555929509963,0.507073359642408
"10285",764,2009,"DK050",56.73947452879,2.54045380826443,4.84330048150496e-05,0.390951804953047
"10286",764,2010,"DK050",72.6148747500867,2.70486636523732,0,0.217929014252632
"10287",764,2011,"DK050",80.5470390617018,10.2319695924817,0.432586329384263,0.899429137094142
"10288",764,2012,"DK050",25.3103824284315,1.26897998475847,1.61443349383499e-05,0.00964730301703738
"10289",764,2013,"DK050",22.277438564854,0.445966174698055,0.00140834739458205,0.00450556233410979
"10290",764,2014,"DK050",40.3735370780853,0.0787359731780144,1.41380800217282e-05,2.07120066149533
"10291",764,2015,"DK050",12.0399473031117,0.108839124436783,0.000151345738412045,0.103942034431431
"10292",764,2016,"DK050",13.2900504808932,0.137510345502831,2.98234153096705,3.57646784863846
"10293",764,2017,"DK050",15.2323681169344,0.618304326536807,0,0.00515219580778126
"10294",764,2018,"DK050",28.1262257660779,0.259297668699752,0.0311175243637728,7.25560953276303
"10295",764,2019,"DK050",21.7598594433392,0.105521226250831,0.00633591748662569,2.40875831793743
"10296",764,2020,"DK050",5.99159587382744,0,0,3.25785596390792
"10297",741,2003,"EE001",0.217146152583392,3.98228810643045,0.931734723370977,2.38787043482465
"10298",741,2004,"EE001",0.2763812686497,8.83813654141066,1.29741369521894,3.0213272163901
"10299",741,2005,"EE001",1.89932245957729,3.12692320073717,1.46499909495903,11.5267877973775
"10300",741,2006,"EE001",2.59990027748387,12.3919102060084,1.02237653099188,20.0322483783649
"10301",741,2007,"EE001",1.65286791524585,6.33219876009433,0.47247924211643,2.49062181416876
"10302",741,2008,"EE001",0.831070992096426,4.67588029648201,0.0528062842841105,4.62892681735179
"10303",741,2009,"EE001",0.7663929030939,1.43986708664061,0.0499715596728891,2.67985370576328
"10304",741,2010,"EE001",3.11367244745514,0.629849123253083,0.0332585573759277,3.39348586141053
"10305",741,2011,"EE001",3.98677580470512,1.1600249279837,1.50300675914967,2.35410512155101
"10306",741,2012,"EE001",2.89026541628907,0.000516531323857779,0.0166256959899663,1.50759443176074
"10307",741,2013,"EE001",2.94436629286867,0.126788203649377,0.275504574507565,4.37405781022529
"10308",741,2014,"EE001",1.79280344257462,0.000270202236450577,0.0232463205064514,9.25167073016001
"10309",741,2015,"EE001",1.10151391688706,0.000922940284990048,0.00516146126080518,0.0264130406082196
"10310",741,2016,"EE001",0.835329765349144,0,3.03343404553481,6.54237241177046
"10311",741,2017,"EE001",0.564107582605635,0,0.00516141307329325,0.81219525165039
"10312",741,2018,"EE001",0.646780301153647,0,0.00517136981785319,20.387945995673
"10313",741,2019,"EE001",0.33344705630803,0,0.0118517401584729,17.2111792333281
"10314",741,2020,"EE001",0.101065948213035,0,0,6.13510279019697
"10315",765,2003,"EE004",2.19300050306155,6.55016249699787,9.39879887311607e-05,1.08875736996093
"10316",765,2004,"EE004",2.41498563717499,7.23110993821982,4.69939943655803e-05,0.774629315040972
"10317",765,2005,"EE004",6.18234944964964,5.71431569837726,0.999960935150679,7.9424904999728
"10318",765,2006,"EE004",6.73528725537956,12.1374158354774,0,15.1103516849046
"10319",765,2007,"EE004",4.32165986168497,7.14332886700666,0,0.0232080530835779
"10320",765,2008,"EE004",2.54653596292449,3.20454506777693,5.09489627813371e-05,0.889045884702234
"10321",765,2009,"EE004",2.79213869463266,1.25562728516073,0,1.82516886517536
"10322",765,2010,"EE004",7.84327632969686,1.07404580125212,0,1.03470772818461
"10323",765,2011,"EE004",5.59165853550218,2.55018825619462,0,0.356890729481455
"10324",765,2012,"EE004",5.17971601572715,0.0967452747461301,0,0.495474302000486
"10325",765,2013,"EE004",4.68435555129053,0.437297429796678,0,1.57247808613292
"10326",765,2014,"EE004",4.62328940908729,0.0365869317808231,0,3.05442618254179
"10327",765,2015,"EE004",4.2487529602364,2.07358129301492,0,0.524352823054061
"10328",765,2016,"EE004",4.16121474236187,0.0160477654127836,2.98851281633104,1.34096850486014
"10329",765,2017,"EE004",4.05547130720405,0.00904217023199472,0,0.520318563114301
"10330",765,2018,"EE004",3.9835619744771,0.034098388258947,0,9.83266646594751
"10331",765,2019,"EE004",3.75687424271116,0.114121441130852,0,8.65951008356457
"10332",765,2020,"EE004",3.7894521377836,0.10387873548636,0,2.881501177261
"10333",609,2003,"EE008",1.98276254410653,10.7594780301989,0,0.282854916319308
"10334",609,2004,"EE008",2.87234003348773,13.8691748683853,0,0.0328524984757097
"10335",609,2005,"EE008",13.8644811428103,8.65921789003618,1,6.91921360808299
"10336",609,2006,"EE008",15.8106521117612,15.2340256335376,0,13.8055747176903
"10337",609,2007,"EE008",12.7608628034717,10.6329928721434,0.0305498774441775,0.0166078917023405
"10338",609,2008,"EE008",5.33150354763301,5.76428125694769,0,0.126325428056009
"10339",609,2009,"EE008",8.39313123126294,5.80356785435413,0,2.95957405611989
"10340",609,2010,"EE008",18.1809284157717,5.9884620315165,0,0.207044967674058
"10341",609,2011,"EE008",14.5885346510637,5.69211059313578,0,0
"10342",609,2012,"EE008",16.5171163204442,5.39167288054201,0,0
"10343",609,2013,"EE008",14.7833754999984,2.22635901170255,0,0.406655934513847
"10344",609,2014,"EE008",15.8080191383697,0.070909887322812,0,0.582164935181376
"10345",609,2015,"EE008",14.8769596541711,4.11599935539169,0,0.00315616192045478
"10346",609,2016,"EE008",14.4879787637936,0.0178986155045638,2.97994456301461,0.0484900662940485
"10347",609,2017,"EE008",13.5390702704518,0.00340939856801165,0,0.00300771025090902
"10348",609,2018,"EE008",13.0741098084047,0.167920502014837,0,1.74508480462505
"10349",609,2019,"EE008",12.1139860885167,0.973417525427878,0,5.18332725901933
"10350",609,2020,"EE008",10.989798884343,0.0422078379871784,0,0.0465656173075147
"10351",685,2003,"EE009",0.0354407975670849,1.64257154965909,0,0.0155482955093088
"10352",685,2004,"EE009",0.129915383419773,4.88509097114691,0,0.39554720818767
"10353",685,2005,"EE009",1.93059888285507,1.27402242732967,1,7.1462523843012
"10354",685,2006,"EE009",2.66586177995286,10.1941220700874,0,13.8969575604147
"10355",685,2007,"EE009",1.59508292188068,4.02708780410085,0,0.126035767480388
"10356",685,2008,"EE009",0.407634501535611,1.61646830452856,0,0.9092781369763
"10357",685,2009,"EE009",0.603497239439132,0.375600563680231,0,1.82538033441559
"10358",685,2010,"EE009",2.58837141628878,0.749568187717174,0,0.395464879435241
"10359",685,2011,"EE009",2.31131347427857,0.421024604728589,0.051430274628768,0.0844126732283322
"10360",685,2012,"EE009",2.23973839849447,0.0147268891177818,0,0.0776885255318523
"10361",685,2013,"EE009",1.75965174872444,0.419666474429196,0,0.8821192555125
"10362",685,2014,"EE009",1.16151952006731,0,0,1.18309938867486
"10363",685,2015,"EE009",0.618704913700222,0.0410765295096999,0,0.049027870386641
"10364",685,2016,"EE009",0.389798509938908,0,3.00000000000001,0.75021772584653
"10365",685,2017,"EE009",0.186124571891452,0,0,0.0774850413648922
"10366",685,2018,"EE009",0.283169527683756,0,0,4.63300142692264
